queue_id	queue_rank	source_round	source_version	policy_version	bucket	screen_id	external_screen_id	source_id	source_type	source_family_id	author	screen_name	experimental_setup	condition_name	cell_line	scope_unknown_count	metadata_completeness_count	full_gene_score_set_available	reason_codes
orcs:2.0.18:curation-queue:v2:1703	204	2	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1703	1703	30464262	pubmed	orcs:source-family:pubmed:30464262	He YJ (2018)	2-PMID30464262	Drug Exposure	Cisplatin	COV362	0	6	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:101	205	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:101	101	28145866	pubmed	orcs:source-family:pubmed:28145866	Krall EB (2017)	4-PMID28145866	Drug Exposure	Trametinib	NCI-H1299	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1350	206	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1350	1350	29973717	pubmed	orcs:source-family:pubmed:29973717	Zimmermann M (2018)	3-PMID29973717	Drug Exposure	Olaparib	hTERT-RPE1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2442	207	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2442	2442	30532030	pubmed	orcs:source-family:pubmed:30532030	Wang C (2019)	3-PMID30532030	Drug Exposure	AZD6738	MCF-10A	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1258	208	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1258	1258	30962421	pubmed	orcs:source-family:pubmed:30962421	Zou Y (2019)	3-PMID30962421	Drug Exposure	ML-210	786-O	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1064	209	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1064	1064	30995489	pubmed	orcs:source-family:pubmed:30995489	MacLeod G (2019)	15-PMID30995489	Drug Exposure	Temozolomide	G361NS-Cas9	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1363	210	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1363	1363	31048320	pubmed	orcs:source-family:pubmed:31048320	Nechiporuk T (2019)	3-PMID31048320	Drug Exposure	Venetoclax	MOLM-13	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1058	211	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1058	1058	31300418	pubmed	orcs:source-family:pubmed:31300418	Patil A (2019)	3-PMID31300418	Drug Exposure	Lenalidomide	BC-3	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2354	212	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2354	2354	31462500	pubmed	orcs:source-family:pubmed:31462500	Stover EH (2019)	5-PMID31462500	Drug Exposure	Cisplatin	OVSAHO	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1403	213	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1403	1403	31666400	pubmed	orcs:source-family:pubmed:31666400	Sharon D (2019)	3-PMID31666400	Drug Exposure	Venetoclax	MOLM-13	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2377	214	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2377	2377	32028983	pubmed	orcs:source-family:pubmed:32028983	Lau MT (2020)	4-PMID32028983	Drug Exposure	Cladribine	HAP-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1447	215	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1447	1447	32416067	pubmed	orcs:source-family:pubmed:32416067	Shu S (2020)	7-PMID32416067	Drug Exposure	JQ1	SUM149R	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1315	216	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1315	1315	32649862	pubmed	orcs:source-family:pubmed:32649862	Olivieri M (2020)	3-PMID32649862	Drug Exposure	Etoposide	hTERT-RPE1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1251	217	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1251	1251	32755594	pubmed	orcs:source-family:pubmed:32755594	Benslimane Y (2020)	3-PMID32755594	Drug Exposure	Hydroxyurea	NALM-6	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1991	218	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1991	1991	33417871	pubmed	orcs:source-family:pubmed:33417871	Chagraoui J (2021)	3-PMID33417871	Drug Exposure	UM171	OCI-AML-5	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1473	219	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1473	1473	33539788	pubmed	orcs:source-family:pubmed:33539788	Hundley FV (2021)	3-PMID33539788	Drug Exposure	Ribociclib	HAP-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1969	220	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1969	1969	34004147	pubmed	orcs:source-family:pubmed:34004147	Vervoort SJ (2021)	3-PMID34004147	Drug Exposure	AZD5576 (CDK9i)	THP-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1649	221	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1649	1649	34049503	pubmed	orcs:source-family:pubmed:34049503	Ramaker RC (2021)	11-PMID34049503	Drug Exposure	Irinotecan	PANC-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2091	222	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2091	2091	34108663	pubmed	orcs:source-family:pubmed:34108663	van der Weegen Y (2021)	4-PMID34108663	Drug Exposure	Mutation: ELOF1 (ETG84337) KO| Illudin S	hTERT-RPE1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2005	223	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2005	2005	34316707	pubmed	orcs:source-family:pubmed:34316707	Sohail M (2021)	3-PMID34316707	Drug Exposure	KH-CB19	NALM-6	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2311	224	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2311	2311	34320214	pubmed	orcs:source-family:pubmed:34320214	Wang C (2021)	3-PMID34320214	Drug Exposure	AZD0156	HEK293-A	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1798	225	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1798	1798	34373451	pubmed	orcs:source-family:pubmed:34373451	Vichas A (2021)	6-PMID34373451	Drug Exposure	Mutation: RIT1 (ETG6016) M90I| erlotinib	PC-9	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1745	226	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1745	1745	34667112	pubmed	orcs:source-family:pubmed:34667112	Thummuri D (2022)	3-PMID34667112	Drug Exposure	Niraparib	AsPC-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1902	227	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1902	1902	36002574	pubmed	orcs:source-family:pubmed:36002574	Carnevale J (2022)	3-PMID36002574	Drug Exposure	Tacrolimus	Primary T-cells	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2461	228	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2461	2461	36652375	pubmed	orcs:source-family:pubmed:36652375	Wang LM (2023)	3-PMID36652375	Drug Exposure	Cpd‐391 (4‐(4‐Fluoro‐3‐(5‐methyl‐3‐(thiazol‐2‐yl)‐5,6,7,8‐tetrahydro‐[1,2,4]triazolo[4,3‐a]pyrazine‐7‐carbonyl)benzyl)phthalazin‐1(2H)‐one)	Capan-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2214	229	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2214	2214	36731340	pubmed	orcs:source-family:pubmed:36731340	Kwanten B (2023)	3-PMID36731340	Drug Exposure	selinexor	SK-MM-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2014	230	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2014	2014	36841242	pubmed	orcs:source-family:pubmed:36841242	Weiss-Sadan T (2023)	3-PMID36841242	Drug Exposure	KI-696 (KI696)	NCI-H1975	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2294	231	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2294	2294	36991492	pubmed	orcs:source-family:pubmed:36991492	Tuano NK (2023)	45-PMID36991492	Drug Exposure	Olaparib	HMEC	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2416	232	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2416	2416	37036970	pubmed	orcs:source-family:pubmed:37036970	Wright S (2023)	3-PMID37036970	Drug Exposure	dBet1	OCI-AML-2	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2081	233	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2081	2081	37639469	pubmed	orcs:source-family:pubmed:37639469	Normandin K (2023)	3-PMID37639469	Drug Exposure	GSK461364 (GSK461364A)	NALM-6	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2326	234	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2326	2326	38291084	pubmed	orcs:source-family:pubmed:38291084	Lin K (2024)	3-PMID38291084	Drug Exposure	Bortezomib	hTERT-RPE1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1738	235	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1738	1738	https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full	prepub	orcs:source-family:prepub:https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full	Akinci E (2022)	4-CUSTOM00000017	Drug Exposure	Hydroxychloroquine	HT-29	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2204	236	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2204	2204	31723608	pubmed	orcs:source-family:pubmed:31723608	Heo JM (2019)	3-PMID31723608	Drug Exposure	antimycin A/oligomycin A	HeLa	0	7	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:594	237	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:594	594	26780180	pubmed	orcs:source-family:pubmed:26780180	Doench JG (2016)	3-PMID26780180	Drug Exposure	Vemurafenib	A-375	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1633	238	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1633	1633	31406246	pubmed	orcs:source-family:pubmed:31406246	Gobbi G (2019)	3-PMID31406246	Drug Exposure	JQ1	A-549	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1368	239	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1368	1368	31730859	pubmed	orcs:source-family:pubmed:31730859	To TL (2019)	3-PMID31730859	Drug Exposure	Chloramphenicol	K-562	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1346	240	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1346	1346	32075772	pubmed	orcs:source-family:pubmed:32075772	Cai MY (2020)	3-PMID32075772	Drug Exposure	M3541 (ATM inhibitor)	NCI-H460	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1237	241	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1237	1237	32939090	pubmed	orcs:source-family:pubmed:32939090	Zou Y (2020)	3-PMID32939090	Drug Exposure	1S,3R-RSL3	OVCAR-8	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2452	242	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2452	2452	33657372	pubmed	orcs:source-family:pubmed:33657372	Branigan TB (2021)	3-PMID33657372	Drug Exposure	Prexasertib	A-549	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1730	243	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1730	1730	34805786	pubmed	orcs:source-family:pubmed:34805786	Estoppey D (2021)	3-PMID34805786	Drug Exposure	JQ1	HCT 116	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1951	244	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1951	1951	36111891	pubmed	orcs:source-family:pubmed:36111891	Nguyen NH (2022)	3-PMID36111891	Drug Exposure	Etoposide	K-562	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2094	245	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2094	2094	36584827	pubmed	orcs:source-family:pubmed:36584827	Tian M (2023)	3-PMID36584827	Drug Exposure	Dichloroacetic acid (DCA)	A-549	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2107	246	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2107	2107	36650183	pubmed	orcs:source-family:pubmed:36650183	Tsujino T (2023)	3-PMID36650183	Drug Exposure	Olaparib	DU145	0	7	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1945	247	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1945	1945	30819666	pubmed	orcs:source-family:pubmed:30819666	Hayes TK (2019)	3-PMID30819666	Drug Exposure	Trametinib|Palbociclib	Mel JuSo	0	6	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2009	248	3	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2009	2009	34026427	pubmed	orcs:source-family:pubmed:34026427	Tian X (2021)	3-PMID34026427	Drug Exposure	Cisplatin and paclitaxel (taxol)	SiHa	0	6	False	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:102	249	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:102	102	28145866	pubmed	orcs:source-family:pubmed:28145866	Krall EB (2017)	2-PMID28145866	Drug Exposure	Vemurafenib	HCC364	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1351	250	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1351	1351	29973717	pubmed	orcs:source-family:pubmed:29973717	Zimmermann M (2018)	4-PMID29973717	Drug Exposure	Mutation: RNASEH2A (ETG0535) KO|  Talazoparib	hTERT-RPE1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1065	251	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1065	1065	30995489	pubmed	orcs:source-family:pubmed:30995489	MacLeod G (2019)	16-PMID30995489	Drug Exposure	Temozolomide	G523NS-Cas9	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1059	252	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1059	1059	31300418	pubmed	orcs:source-family:pubmed:31300418	Patil A (2019)	4-PMID31300418	Drug Exposure	Lenalidomide	BC-3	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2356	253	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2356	2356	31462500	pubmed	orcs:source-family:pubmed:31462500	Stover EH (2019)	6-PMID31462500	Drug Exposure	Paclitaxel (Taxol)	OVSAHO	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1404	254	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1404	1404	31666400	pubmed	orcs:source-family:pubmed:31666400	Sharon D (2019)	4-PMID31666400	Drug Exposure	Venetoclax	MOLM-13	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2378	255	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2378	2378	32028983	pubmed	orcs:source-family:pubmed:32028983	Lau MT (2020)	5-PMID32028983	Drug Exposure	Cytarabine	HAP-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1448	256	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1448	1448	32416067	pubmed	orcs:source-family:pubmed:32416067	Shu S (2020)	8-PMID32416067	Drug Exposure	JQ1	SUM159R	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1316	257	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1316	1316	32649862	pubmed	orcs:source-family:pubmed:32649862	Olivieri M (2020)	4-PMID32649862	Drug Exposure	Hydroxyurea	hTERT-RPE1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1252	258	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1252	1252	32755594	pubmed	orcs:source-family:pubmed:32755594	Benslimane Y (2020)	4-PMID32755594	Drug Exposure	Resveratrol	Jurkat	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1474	259	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1474	1474	33539788	pubmed	orcs:source-family:pubmed:33539788	Hundley FV (2021)	4-PMID33539788	Drug Exposure	Ipatasertib	HAP-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1970	260	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1970	1970	34004147	pubmed	orcs:source-family:pubmed:34004147	Vervoort SJ (2021)	4-PMID34004147	Drug Exposure	AZD5576 (CDK9i)	THP-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1650	261	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1650	1650	34049503	pubmed	orcs:source-family:pubmed:34049503	Ramaker RC (2021)	12-PMID34049503	Drug Exposure	5-fluorouracil	PANC-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2312	262	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2312	2312	34320214	pubmed	orcs:source-family:pubmed:34320214	Wang C (2021)	4-PMID34320214	Drug Exposure	AZD0156	HEK293-A	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1800	263	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1800	1800	34373451	pubmed	orcs:source-family:pubmed:34373451	Vichas A (2021)	8-PMID34373451	Drug Exposure	Mutation: RIT1 (ETG6016) M90I| erlotinib	PC-9	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:1746	264	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:1746	1746	34667112	pubmed	orcs:source-family:pubmed:34667112	Thummuri D (2022)	4-PMID34667112	Drug Exposure	Niraparib	AsPC-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
orcs:2.0.18:curation-queue:v2:2462	265	4	2.0.18	2	confirmed_scope	orcs:2.0.18:screen:2462	2462	36652375	pubmed	orcs:source-family:pubmed:36652375	Wang LM (2023)	4-PMID36652375	Drug Exposure	Cpd‐391 (4‐(4‐Fluoro‐3‐(5‐methyl‐3‐(thiazol‐2‐yl)‐5,6,7,8‐tetrahydro‐[1,2,4]triazolo[4,3‐a]pyrazine‐7‐carbonyl)benzyl)phthalazin‐1(2H)‐one)	Capan-1	0	8	True	curation.comparator_and_sample_map|data.count_level_signal|labels.adjudicated_validation_event|metadata.gene_level_mapping|provenance.raw_data_family|provenance.source_family|rights.source_and_raw_data
